IDQA,COORD_X,COORD_Y,ESTABLIMENT,TITULAR,GRUP_ACTIVITAT,EPIGRAF_DEI,EPIGRAF_PCAA,INFORME_PROGRAMA_2018,INFORME_PROGRAMA_2017,INFORME_PROGRAMA_2016,INFORME_PROGRAMA_2015,GEOMETRIA
3137,436706,4645021,EL PUJOL,JOSEP CAMPS SEGALES,Explotació ramadera,9.3.b),I.1 - 11.1.b),-,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2016/barcelona/G/3137_B1INS160594.pdf,-,POINT (436706 4645021)
3138,432576,4645396,GRANJA EL BORRELL,"VILARTA, SA",Explotació ramadera,9.3.b),I.1 - 11.1.b),-,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2016/barcelona/G/3138_B1INS160271.pdf,-,POINT (432576 4645396)
3139,341411,4662345,LES MALLOLES,JOAN RAUBERT PUIG,Explotació ramadera,9.3.c),I.1 - 11.1.c),-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2017/lleida/I/W-03139-L1INS170341.pdf,-,-,POINT (341411 4662345)
3140,331656,4615296,JOSEP COLL REIG,"RAMADERIES COLL, SL",Explotació ramadera,9.3.b),I.1 - 11.1.b),-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2017/lleida/I/W-03140-L1INS170078.pdf,-,-,POINT (331656 4615296)
3141,332846,4615866,JORDI MORE ANGRILL,JORDI MORE ANGRILL,Explotació ramadera,9.3.b),I.1 - 11.1.b),-,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2016/lleida/I/W-03141-L1INS160364.pdf,-,POINT (332846 4615866)
3340,451937,4597121,PLANTA DE TRACTAMENT DE FRACCIO RESTA,UTE TRACTAMENTS ECOLOGICS DEL MARESME,Gestor de residus,5.4.a),I.1 - 10.5 /I.2B - 10.7,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2018/barcelona/M/W-03340-B1INS180487.pdf,-,-,-,POINT (451937 4597121)
3341,296851,4619005,GRANJA RIBAU MIRO,"RIBAU MIRO, SCP",Explotació ramadera,9.3.b),I.1 - 11.1.b),http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2018/lleida/T/W-03341-L1INS180757.pdf,-,-,-,POINT (296851 4619005)
3342,410120,4593670,COFELY ENERGIA MARTORELL,"COFELY ENERGIA MARTORELL, SL",Industrial,1.1.a),1.1,-,-,-,-,POINT (410120 4593670)
3343,305101,4609236,J. VILELLA FELIP,"J. VILELLA FELIP, SL",Gestor de residus,5.6,NO EPÍGRAF,-,-,-,-,POINT (305101 4609236)
3344,325731,4616102,FERTIPOAL,"FERTIPOAL, SL",Gestor de residus,5.4.a),I.1 - 10.5 /I.2B - 10.7,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2018/lleida/P/W-03344-L2BINS180239.pdf,-,-,-,POINT (325731 4616102)
3345,429266,4576298,TERMINALES PORTUARIAS,"TERMINALES PORTUARIAS, SL",Gestor de residus,5.6,NO EPÍGRAF,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2018/barcelona/B/W-03345-B2INS180489.pdf,-,-,-,POINT (429266 4576298)
3080,429111,4607468,"JOSÉ FUSTÉ, SA","JOSÉ FUSTÉ, SA",Industrial,4.3,I.1 - 5.3,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2017/barcelona/S/W-03080-B1INS170568.pdf,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2015/barcelona/S/B1INS150583_jose_fuste_sentmenat.pdf,POINT (429111 4607468)
3081,429058,4597087,LYRSA BARCELONA,"LAJO Y RODRIGUEZ, SA",Gestor de residus,5.1.b),I.1 - 10.1,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2018/barcelona/B/W-03081-B1INS180126.pdf,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2016/barcelona/B/3081_B1INS160644.pdf,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2015/barcelona/B/B1INS150326_LAJO_barbera.pdf,POINT (429058 4597087)
3082,438438,4600023,"PROLACA, S.A.","PROLACA, S.A.",Industrial,2.6,I.1 - 3.21,-,-,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2015/barcelona/M/3082-B1INS150521.pdf,POINT (438438 4600023)
3083,421445,4600447,ECO-EQUIP,"ECO-EQUIP, S.A.M.",Gestor de residus,5.6,NO EPÍGRAF,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2018/barcelona/T/W-03083-B1INS180674.pdf,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2017/barcelona/T/W-03083-B1INS170292.pdf,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2015/barcelona/T/B1INS150161_Terrassa_neta_terrassa.pdf,POINT (421445 4600447)
3084,456361,4668298,CORSA PETFOOD-Planta OLOT,"CORSA PETFOOD, S.L.",Industrial,9.2,I.1 - 11.3,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2018/girona/B/W-03084-G1INS180158.pdf,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2016/girona/O/3084-G1INS160030.pdf,-,POINT (456361 4668298)
3085,432623,4594838,GRUP QUINORGAN,GRUP QUINORGAN,Industrial,4.1.h),I.1 - 5.1.h),-,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2016/barcelona/M/3085_B1INS160336.pdf,-,POINT (432623 4594838)
3086,286831,4622721,PRODUCTES MILLORADORS DEL SOL,"PRODUCTES MILLORADORS DEL SOL, S.A.",Industrial,4.3,I.1 - 5.3,-,-,-,-,POINT (286831 4622721)
3258,432196,4670125,GRANJA DOMÈNECH,"GRANGES TERRAGRISA, S.L.U.",Explotació ramadera,9.3.c),I.1 - 11.1.c),http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2018/girona/R/W-03258-G1INS180202.pdf,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2016/girona/R/3258-G1INS160161.pdf,-,POINT (432196 4670125)
3259,502558,4674931,GRANJA JORDÀ,"JORDÀ, SC",Explotació ramadera,9.3.c),I.1 - 11.1.c),http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2018/girona/R/W-03259-G1INS180155.pdf,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2016/girona/R/3259-G1INS160158.pdf,-,POINT (502558 4674931)
3260,312959,4639679,GRANJA FREIXES,RAUL FREIXES SOLÀ,Explotació ramadera,9.3.b),I.1 - 11.1.b),-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2017/lleida/O/W-03260-L1INS170137.pdf,-,-,POINT (312959 4639679)
3346,426958,4574117,ASSECAT TERMIC BAIX LLOBREGAT,"AIGUES DE BARCELONA, EMPRESA METROPOLITANA DE GESTIO DEL CICLE INTEGRAL DE L'AIGUA, SA",Gestor de residus,5.4.a),I.1 - 10.5 /I.2B - 10.7,-,-,-,-,POINT (426958 4574117)
3347,495530,4687167,GRANJA EL RENC,JAUME BARNEDA TUBERT,Explotació ramadera,9.3.b),I.1 - 11.1.b),http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2018/girona/M/W-03347-G1INS180195.pdf,-,-,-,POINT (495530 4687167)
3348,326065,4602150,GRANJA AGRICOLA MIQUEL,"AGRICOLA MIQUEL, SCP",Explotació ramadera,9.3.b),I.1 - 11.1.b),http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2018/lleida/A/W-03348-L1INS180343.pdf,-,-,-,POINT (326065 4602150)
3349,322924,4605396,GRANJA SANS,JAUME SANS FORNELLS,Explotació ramadera,9.3.b),I.1 - 11.1.b),http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2018/lleida/J/W-03349-L1INS180437.pdf,-,-,-,POINT (322924 4605396)
3350,360870,4642410,RAMADERIA VALLDECOM,"RAMADERIA I COGENERACIO LLORENS, SL",Explotació ramadera,9.3.b),I.1 - 11.1.b),http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2018/lleida/P/W-03350-L1INS180214.pdf,-,-,-,POINT (360870 4642410)
3351,389527,4590059,BCN PEPTIDES,"BCN PEPTIDES, SA",Industrial,4.5,I.1 - 5.5,-,-,-,-,POINT (389527 4590059)
3352,422125,4653282,PLANTA DE COMPOSTATGE FUMANYA,"PLANTA DE COMPOSTATGE FUMANYA, SL",Gestor de residus,5.4.a),I.1 - 10.5 /I.2B - 10.7,-,-,-,-,POINT (422125 4653282)
3353,385798,4605538,SUMINISTROS INDUSTRIALES MARTI,"SUMINISTROS INDUSTRIALES MARTI, SA",Industrial,4.2.e),I.1 - 5.2.e),-,-,-,-,POINT (385798 4605538)
3354,377216,4628321,GRANJA CUINE,"AVICOJESLO, SL",Explotació ramadera,9.3.a),I.1 - 11.1.a),-,-,-,-,POINT (377216 4628321)
3355,311879,4628824,LA TORRETA II,"LA TORRETA PECUÀRIA, SL",Explotació ramadera,9.3.a),I.1 - 11.1.a),-,-,-,-,POINT (311879 4628824)
3356,291960,4610820,CANONGES GRANJA NOVA,"AGROLERIDA, SL",Explotació ramadera,9.3.b),I.1 - 11.1.b),-,-,-,-,POINT (291960 4610820)
3357,403606,4650345,LA ROQUERA,"LA ROQUERA, SC",Explotació ramadera,9.3.b),I.1 - 11.1.b),-,-,-,-,POINT (403606 4650345)
3358,420057,4643529,GRANJA LA RIBA,FERRAN RIBA PUIG,Explotació ramadera,9.3.b),I.1 - 11.1.b),-,-,-,-,POINT (420057 4643529)
3359,326075,4600220,GRANJA AVICOLA PERELLO-PAIRADA,"AVICOLA PERELLO-PAIRADA, SCP",Explotació ramadera,9.3.a),I.1 - 11.1.a),-,-,-,-,POINT (326075 4600220)
3360,441931,4649695,GRANJA SANT MIQUEL,"BOVI PORQUINA LES PALANQUES, SL",Explotació ramadera,9.3.b),I.1 - 11.1.b),http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2018/barcelona/M/W-03360-B1INS180514.pdf,-,-,-,POINT (441931 4649695)
3361,292893,4607977,GRANJA DOLCET BADIA,LAURA DOLCET SELLART,Explotació ramadera,9.3.b),I.1 - 11.1.b),-,-,-,-,POINT (292893 4607977)
3362,300502,4621876,GRANJA MALLA,FANNY DOMINGO CUBERES,Explotació ramadera,9.3.b),I.1 - 11.1.b),-,-,-,-,POINT (300502 4621876)
3363,332500,4629030,GRANJA CANTARELL,"AVIPORC GLOBAL, SLU",Explotació ramadera,9.3.a),I.1 - 11.1.a),-,-,-,-,POINT (332500 4629030)
3364,342050,4623800,"GRIÑO ECOLÒGIC, SA","GRIÑO ECOLÒGIC, SA",Gestor de residus,5.4.a),I.1 - 10.5 /I.2B - 10.7,-,-,-,-,POINT (342050 4623800)
3365,300225,4598660,GRANJA AVICOLA ROS HERBERA,"AVICOLA ROS HERBERA, SCP",Explotació ramadera,9.3.a),I.1 - 11.1.a),-,-,-,-,POINT (300225 4598660)
3366,327908,4628940,GRANJA GILI,"AGRICOLA ELS NEGRALS, SL",Explotació ramadera,9.3.b),I.1 - 11.1.b),-,-,-,-,POINT (327908 4628940)
3367,320620,4615420,GRANJA GATEN,JAUME REÑE CAIMONS,Explotació ramadera,9.3.b),I.1 - 11.1.b),-,-,-,-,POINT (320620 4615420)
3368,368165,4650633,GRANJA MARMI,"STOP, SCP",Explotació ramadera,9.3.b),I.1 - 11.1.b),-,-,-,-,POINT (368165 4650633)
3369,340276,4659143,GRANJA CAL TONILLO,"AGROLAND, SCP",Explotació ramadera,9.3.b),I.1 - 11.1.b),-,-,-,-,POINT (340276 4659143)
3370,326643,4633550,GRANJA LA VALL,"GRANJA LA VALL, SCP",Explotació ramadera,9.3.b),I.1 - 11.1.b),-,-,-,-,POINT (326643 4633550)
3371,307478,4605361,GRANJA PEGGYPORC,"PEGGYPORC, SCP",Explotació ramadera,9.3.b),I.1 - 11.1.b),-,-,-,-,POINT (307478 4605361)
2959,304240,4582484,GRANJA URGELL,"GRUPO PREMIER PIGS, S.L.",Explotació ramadera,9.3.c),I.1 - 11.1.c),http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2018/lleida/G/W-02959-L1INS180099.pdf,-,-,-,POINT (304240 4582484)
2960,279691,4587912,GRANJA BERVALL,"EXPLOTACIONS AGROPECUARIES LA PUNTETA ROJA, S.L.",Explotació ramadera,9.3.c),I.1 - 11.1.c),http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2018/lleida/G/W-02960-L1INS180462.pdf,-,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2015/lleida/G/2960-L1INS150241.pdf,POINT (279691 4587912)
3175,334484,4606390,GRANJA VIÑOLAS,EDUARD VIÑOLAS COLL,Explotació ramadera,9.3.b),I.1 - 11.1.b),-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2017/lleida/P/W-03175-L1INS170413.pdf,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2015/lleida/P/3175-L1INS150421.pdf,POINT (334484 4606390)
3177,404506,4650696,CAL VISÓ,"CAL VISÓ, SL",Explotació ramadera,9.3.c),I.1 - 11.1.c),-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2017/barcelona/P/W-03177-B1INS170471.pdf,-,-,POINT (404506 4650696)
3179,389015,4622059,GRANJA CENTELLES,RAMON CENTELLES CAPSADA,Explotació ramadera,9.3.b),I.1 - 11.1.b),-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2017/barcelona/R/W-03179-B1INS170612.pdf,-,-,POINT (389015 4622059)
3180,336964,4557534,ANTONIO CAPARÓ GUINART,ANTONIO CAPARÓ GUINART,Explotació ramadera,9.3.a),I.1 - 11.1.a),-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2017/tarragona/R/W-03180-T1INS170027.pdf,-,-,POINT (336964 4557534)
3181,329992,4675257,ESPUNYOLS,"ACAMPER 2000, SL",Explotació ramadera,9.3.c),I.1 - 11.1.c),-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2017/lleida/S/W-03181-L1INS170107.pdf,-,-,POINT (329992 4675257)
3182,411806,4639646,GRANJA PRAT DE CORNET,JAUME RIBA I COSTA,Explotació ramadera,9.3.b),I.1 - 11.1.b),-,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2016/barcelona/S/3182_B1INS160125.pdf,-,POINT (411806 4639646)
3183,431406,4649186,EL PUJOL,CAL SIMON-EL PUJOL SL,Explotació ramadera,9.3.b),I.1 - 11.1.b),http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2018/barcelona/S/W-03183-B1INS180628.pdf,-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2016/barcelona/S/3183_B1INS160496.pdf,-,POINT (431406 4649186)
3184,427731,4653921,GRANJA VILALTELLA,"GRANGES TERRAGRISA, S.L.",Explotació ramadera,9.3.c),I.1 - 11.1.c),-,http://mediambient.gencat.cat/web/.content/home/ambits_dactuacio/empresa_i_produccio_sostenible/prevencio_i_control_dactivitats/la_llei_de_prev_i_control_amb_dact/control_ambiental_i_accio_inspectora/Inspeccio_ambiental/Informes_inspeccio_ambiental_integrada/Programa_2017/barcelona/S/W-03184-B1INS170579.pdf,-,-,POINT (427731 4653921)
